timestamp_ms,topic,lag
1784186741518,bench-w1-latency-input,0
1784186748287,bench-w1-latency-input,101
1784186755029,bench-w1-latency-input,101
1784186761780,bench-w1-latency-input,0
1784186768604,bench-w1-latency-input,0
1784186775352,bench-w1-latency-input,101
1784186782099,bench-w1-latency-input,0
1784186788828,bench-w1-latency-input,0
1784186795614,bench-w1-latency-input,101
1784186802499,bench-w1-latency-input,101
1784186809271,bench-w1-latency-input,0
1784186816051,bench-w1-latency-input,101
1784186822803,bench-w1-latency-input,101
1784186829603,bench-w1-latency-input,0
1784186836380,bench-w1-latency-input,101
1784186843125,bench-w1-latency-input,101
1784186849879,bench-w1-latency-input,0
1784186856648,bench-w1-latency-input,101
1784186863396,bench-w1-latency-input,101
1784186870139,bench-w1-latency-input,101
1784186876914,bench-w1-latency-input,101
1784186883756,bench-w1-latency-input,101
1784186890501,bench-w1-latency-input,101
1784186897255,bench-w1-latency-input,0
1784186903991,bench-w1-latency-input,101
1784186910777,bench-w1-latency-input,101
1784186917518,bench-w1-latency-input,0
1784186924316,bench-w1-latency-input,101
1784186931105,bench-w1-latency-input,101
1784186937888,bench-w1-latency-input,101
1784186944604,bench-w1-latency-input,101
1784186951442,bench-w1-latency-input,101
1784186958182,bench-w1-latency-input,101
1784186965027,bench-w1-latency-input,0
1784186971790,bench-w1-latency-input,101
1784186978565,bench-w1-latency-input,101
1784186985323,bench-w1-latency-input,101
1784186992097,bench-w1-latency-input,101
1784186998876,bench-w1-latency-input,101
1784187005623,bench-w1-latency-input,101
1784187012452,bench-w1-latency-input,0
1784187019296,bench-w1-latency-input,101
1784187026091,bench-w1-latency-input,0
1784187032870,bench-w1-latency-input,0
1784187039650,bench-w1-latency-input,0
1784187046392,bench-w1-latency-input,0
1784187053166,bench-w1-latency-input,0
1784187059943,bench-w1-latency-input,0
1784187066673,bench-w1-latency-input,0
1784187073470,bench-w1-latency-input,0
1784187080213,bench-w1-latency-input,101
1784187086998,bench-w1-latency-input,0
1784187093782,bench-w1-latency-input,0
1784187100543,bench-w1-latency-input,101
1784187107280,bench-w1-latency-input,0
1784187113993,bench-w1-latency-input,0
1784187120786,bench-w1-latency-input,101
1784187127556,bench-w1-latency-input,0
1784187134383,bench-w1-latency-input,0
1784187141112,bench-w1-latency-input,0
1784187147877,bench-w1-latency-input,101
1784187154622,bench-w1-latency-input,0
1784187161409,bench-w1-latency-input,0
1784187168137,bench-w1-latency-input,101
1784187174895,bench-w1-latency-input,0
1784187181651,bench-w1-latency-input,0
1784187188397,bench-w1-latency-input,100
1784187195170,bench-w1-latency-input,0
1784187201924,bench-w1-latency-input,0
1784187208710,bench-w1-latency-input,101
1784187215437,bench-w1-latency-input,0
1784187222183,bench-w1-latency-input,0
1784187228948,bench-w1-latency-input,101
1784187235739,bench-w1-latency-input,101
1784187242500,bench-w1-latency-input,0
1784187249287,bench-w1-latency-input,0
1784187256042,bench-w1-latency-input,101
1784187262818,bench-w1-latency-input,0
1784187269583,bench-w1-latency-input,0
1784187276331,bench-w1-latency-input,101
1784187283066,bench-w1-latency-input,0
1784187289839,bench-w1-latency-input,0
1784187296625,bench-w1-latency-input,101
1784187303400,bench-w1-latency-input,101
1784187310161,bench-w1-latency-input,0
1784187316901,bench-w1-latency-input,101
1784187323670,bench-w1-latency-input,101
1784187330440,bench-w1-latency-input,0
1784187337231,bench-w1-latency-input,101
1784187343996,bench-w1-latency-input,101
1784187350756,bench-w1-latency-input,0
1784187357545,bench-w1-latency-input,0
1784187364276,bench-w1-latency-input,101
1784187371075,bench-w1-latency-input,101
1784187377797,bench-w1-latency-input,0
1784187384565,bench-w1-latency-input,101
1784187391289,bench-w1-latency-input,101
1784187398065,bench-w1-latency-input,0
1784187404809,bench-w1-latency-input,101
1784187411642,bench-w1-latency-input,101
1784187418458,bench-w1-latency-input,0
1784187425224,bench-w1-latency-input,0
1784187431995,bench-w1-latency-input,101
1784187438750,bench-w1-latency-input,101
