e-0	41	970	0
e-1	19	404	100
e-2	83	49	200
e-3	9	840	300
e-4	68	96	400
e-5	46	596	500
e-6	7	931	600
e-7	64	219	700
e-8	4	88	800
e-9	55	428	900
e-10	8	246	1000
e-11	11	564	1100
e-12	54	60	1200
e-13	72	126	1300
e-14	28	645	1400
e-15	80	596	1500
e-16	7	590	1600
e-17	74	406	1700
e-18	6	999	1800
e-19	28	47	1900
e-20	71	879	2000
e-21	17	296	2100
e-22	53	147	2200
e-23	69	120	2300
e-24	73	315	2400
e-25	71	835	2500
e-26	87	185	2600
e-27	13	595	2700
e-28	73	654	2800
e-29	24	381	2900
e-30	12	560	3000
e-31	91	64	3100
e-32	72	61	3200
e-33	79	210	3300
e-34	63	696	3400
e-35	68	437	3500
e-36	99	321	3600
e-37	59	599	3700
e-38	58	370	3800
e-39	38	254	3900
