timestamp_ms,topic,lag
1784202041361,bench-w4-latency-input,101
1784202048105,bench-w4-latency-input,100
1784202048105,stream-state-bench-w4-latency-sliding_sum-stability_100-sliding-sum-store-repartition,102
1784202054914,bench-w4-latency-input,0
1784202054914,stream-state-bench-w4-latency-sliding_sum-stability_100-sliding-sum-store-repartition,202
1784202061686,bench-w4-latency-input,101
1784202061686,stream-state-bench-w4-latency-sliding_sum-stability_100-sliding-sum-store-repartition,202
1784202068437,bench-w4-latency-input,100
1784202068437,stream-state-bench-w4-latency-sliding_sum-stability_100-sliding-sum-store-repartition,202
1784202075212,bench-w4-latency-input,101
1784202075212,stream-state-bench-w4-latency-sliding_sum-stability_100-sliding-sum-store-repartition,203
1784202082055,bench-w4-latency-input,101
1784202082055,stream-state-bench-w4-latency-sliding_sum-stability_100-sliding-sum-store-repartition,204
1784202088828,bench-w4-latency-input,0
1784202088828,stream-state-bench-w4-latency-sliding_sum-stability_100-sliding-sum-store-repartition,101
1784202095602,bench-w4-latency-input,101
1784202095602,stream-state-bench-w4-latency-sliding_sum-stability_100-sliding-sum-store-repartition,203
1784202102361,bench-w4-latency-input,0
1784202102361,stream-state-bench-w4-latency-sliding_sum-stability_100-sliding-sum-store-repartition,101
1784202109174,bench-w4-latency-input,100
1784202109174,stream-state-bench-w4-latency-sliding_sum-stability_100-sliding-sum-store-repartition,202
1784202115970,bench-w4-latency-input,101
1784202115970,stream-state-bench-w4-latency-sliding_sum-stability_100-sliding-sum-store-repartition,203
1784202122726,bench-w4-latency-input,101
1784202122726,stream-state-bench-w4-latency-sliding_sum-stability_100-sliding-sum-store-repartition,102
1784202129499,bench-w4-latency-input,100
1784202129499,stream-state-bench-w4-latency-sliding_sum-stability_100-sliding-sum-store-repartition,201
1784202136214,bench-w4-latency-input,100
1784202136214,stream-state-bench-w4-latency-sliding_sum-stability_100-sliding-sum-store-repartition,202
1784202143002,bench-w4-latency-input,0
1784202143002,stream-state-bench-w4-latency-sliding_sum-stability_100-sliding-sum-store-repartition,202
1784202149781,bench-w4-latency-input,0
1784202149781,stream-state-bench-w4-latency-sliding_sum-stability_100-sliding-sum-store-repartition,101
1784202156529,bench-w4-latency-input,0
1784202156529,stream-state-bench-w4-latency-sliding_sum-stability_100-sliding-sum-store-repartition,101
1784202163267,bench-w4-latency-input,100
1784202163267,stream-state-bench-w4-latency-sliding_sum-stability_100-sliding-sum-store-repartition,202
1784202169993,bench-w4-latency-input,101
1784202169993,stream-state-bench-w4-latency-sliding_sum-stability_100-sliding-sum-store-repartition,102
1784202176752,bench-w4-latency-input,0
